vegtype,auc_025_val,auc_100_val,prop_same,tss,tss_ppt_025,tss_ppt_100,tss_pptr_025,tss_pptr_100,prop_same_ppt_025,prop_same_ppt_100,prop_same_pptr_025,prop_same_pptr_100,prop_present_100,prop_present_obs,auc_ppt,auc_ptr,fold
mhw,0.68,0.72,0.31,0.39,0.34,0.19,0.1,0.28,0.26,0.18,0.14,0.25,0.16,0.16,0.74,0.78,67
smc,0.77,0.75,0.56,0.64,0.39,0.56,0.37,0.61,0.34,0.47,0.35,0.53,0.15,0.15,0.78,0.82,67
mch,0.83,0.81,0.57,0.68,0.25,0.19,0.37,0.31,0.21,0.17,0.36,0.29,0.11,0.11,0.78,0.76,68
mhw,0.69,0.71,0.38,0.46,0.09,0.1,0.28,0.54,0.15,0.15,0.25,0.45,0.16,0.16,0.76,0.78,68
smc,0.77,0.74,0.46,0.6,0.59,0.43,0.54,0.45,0.47,0.34,0.41,0.37,0.15,0.15,0.77,0.8,68
mch,0.84,0.81,0.41,0.53,0.2,0.14,0.41,0.36,0.15,0.13,0.31,0.26,0.11,0.11,0.79,0.78,69
mhw,0.71,0.73,0.32,0.37,0.18,0.09,0.25,0.47,0.18,0.12,0.23,0.39,0.16,0.16,0.74,0.79,69
smc,0.8,0.76,0.29,0.35,0.17,0.39,0.2,0.26,0.17,0.31,0.2,0.23,0.15,0.15,0.79,0.8,69
mch,0.84,0.82,0.42,0.54,0.15,0.1,0.4,0.31,0.14,0.12,0.3,0.23,0.11,0.11,0.76,0.77,70
mhw,0.73,0.72,0.29,0.35,0.22,0.07,0.3,0.51,0.21,0.14,0.24,0.41,0.16,0.16,0.76,0.79,70
smc,0.79,0.77,0.18,0.19,0.21,0.47,0.31,0.24,0.17,0.37,0.26,0.23,0.15,0.15,0.76,0.8,70
mch,0.83,0.79,0.5,0.62,0.27,0.24,0.41,0.25,0.21,0.19,0.33,0.22,0.11,0.11,0.79,0.77,71
mhw,0.7,0.73,0.26,0.3,0.13,0.01,0.28,0.51,0.15,0.09,0.24,0.4,0.16,0.16,0.73,0.79,71
smc,0.77,0.74,0.65,0.74,0.4,0.5,0.44,0.43,0.31,0.39,0.35,0.36,0.15,0.15,0.79,0.82,71
mch,0.86,0.82,0.31,0.43,0.21,0.1,0.42,0.3,0.16,0.11,0.32,0.22,0.11,0.11,0.78,0.78,72
mhw,0.71,0.73,0.22,0.19,0.05,0.14,0.11,0.45,0.09,0.14,0.14,0.35,0.16,0.16,0.77,0.79,72
smc,0.77,0.74,0.52,0.62,0.32,0.46,0.2,0.32,0.24,0.35,0.19,0.28,0.15,0.15,0.79,0.82,72
mch,0.83,0.81,0.45,0.57,0.19,0.14,0.28,0.17,0.16,0.13,0.26,0.18,0.11,0.11,0.8,0.78,73
mhw,0.69,0.72,0.44,0.52,0.36,0.21,0.24,0.42,0.3,0.21,0.23,0.35,0.16,0.16,0.71,0.78,73
smc,0.78,0.75,0.55,0.64,0.29,0.45,0.35,0.37,0.25,0.34,0.29,0.32,0.15,0.15,0.79,0.82,73
mch,0.84,0.81,0.49,0.61,0.23,0.19,0.48,0.34,0.2,0.16,0.44,0.3,0.11,0.11,0.79,0.79,74
mhw,0.67,0.7,0.44,0.52,0.16,0.02,0.3,0.42,0.17,0.11,0.26,0.34,0.16,0.16,0.72,0.77,74
smc,0.78,0.75,0.45,0.59,0.57,0.38,0.4,0.38,0.44,0.28,0.31,0.31,0.15,0.15,0.78,0.81,74
mch,0.84,0.81,0.33,0.45,0.07,0.1,0.31,0.25,0.09,0.13,0.27,0.21,0.11,0.11,0.76,0.78,75
mhw,0.68,0.71,0.25,0.28,0.41,0.19,0.2,0.55,0.31,0.17,0.21,0.47,0.16,0.16,0.73,0.76,75
smc,0.77,0.75,0.32,0.38,0.15,0.56,0.21,0.26,0.17,0.46,0.2,0.22,0.15,0.15,0.79,0.84,75
mch,0.82,0.8,0.32,0.46,0.04,0.13,0.38,0.26,0.08,0.13,0.3,0.19,0.11,0.11,0.75,0.78,76
mhw,0.7,0.72,0.31,0.34,0.22,0.17,0.27,0.52,0.21,0.16,0.26,0.45,0.16,0.16,0.75,0.78,76
smc,0.77,0.74,0.25,0.32,0.19,0.52,0.22,0.22,0.16,0.42,0.23,0.2,0.15,0.15,0.78,0.84,76
mch,0.83,0.81,0.45,0.57,0.28,0.16,0.36,0.21,0.24,0.15,0.31,0.2,0.11,0.11,0.79,0.75,77
mhw,0.7,0.73,0.23,0.24,0.4,0.08,0.13,0.4,0.29,0.13,0.16,0.34,0.16,0.16,0.72,0.78,77
smc,0.77,0.75,0.52,0.66,0.43,0.6,0.38,0.42,0.33,0.43,0.3,0.33,0.15,0.15,0.78,0.81,77
mch,0.84,0.81,0.23,0.32,0.12,0.1,0.13,0.17,0.14,0.11,0.15,0.16,0.11,0.11,0.76,0.74,78
mhw,0.7,0.74,0.33,0.43,0.39,0.2,0.07,0.3,0.27,0.18,0.11,0.25,0.16,0.16,0.75,0.77,78
smc,0.76,0.73,0.37,0.48,0.32,0.34,0.38,0.39,0.23,0.26,0.31,0.31,0.15,0.15,0.72,0.78,78
mch,0.84,0.81,0.56,0.67,0.37,0.25,0.47,0.32,0.26,0.19,0.39,0.28,0.11,0.11,0.78,0.78,79
mhw,0.7,0.72,0.36,0.43,0.18,0.1,0.35,0.58,0.2,0.15,0.29,0.48,0.16,0.16,0.76,0.8,79
smc,0.76,0.73,0.32,0.41,0.57,0.24,0.52,0.32,0.49,0.23,0.41,0.32,0.15,0.15,0.77,0.79,79
mch,0.84,0.82,0.43,0.58,0.32,0.18,0.4,0.22,0.24,0.15,0.31,0.18,0.11,0.11,0.79,0.78,80
mhw,0.69,0.71,0.24,0.26,0.24,0.18,0.26,0.39,0.21,0.19,0.23,0.35,0.16,0.16,0.74,0.77,80
smc,0.77,0.74,0.57,0.66,0.41,0.58,0.33,0.49,0.35,0.48,0.3,0.41,0.15,0.15,0.78,0.81,80
mch,0.84,0.82,0.63,0.73,0.37,0.28,0.53,0.45,0.26,0.21,0.41,0.35,0.11,0.11,0.8,0.81,81
mhw,0.71,0.73,0.24,0.27,0.15,0.07,0.02,0.29,0.2,0.13,0.1,0.28,0.16,0.16,0.75,0.76,81
smc,0.78,0.75,0.49,0.59,0.62,0.42,0.44,0.46,0.47,0.33,0.37,0.37,0.15,0.15,0.78,0.8,81
mch,0.84,0.83,0.42,0.53,0.14,0.09,0.4,0.34,0.13,0.11,0.31,0.26,0.11,0.11,0.78,0.78,82
mhw,0.72,0.72,0.32,0.4,0.23,0.07,0.29,0.56,0.19,0.12,0.25,0.46,0.16,0.16,0.76,0.79,82
smc,0.79,0.77,0.29,0.34,0.23,0.52,0.23,0.36,0.2,0.42,0.21,0.29,0.15,0.15,0.78,0.81,82
mch,0.83,0.81,0.35,0.47,0.18,0.08,0.34,0.29,0.17,0.1,0.3,0.23,0.11,0.11,0.78,0.78,83
mhw,0.71,0.75,0.27,0.33,0.22,0.17,0.13,0.25,0.2,0.16,0.16,0.23,0.16,0.16,0.75,0.74,83
smc,0.79,0.78,0.26,0.37,0.21,0.44,0.18,0.1,0.17,0.32,0.2,0.12,0.15,0.15,0.78,0.76,83
mch,0.83,0.81,0.31,0.43,0.16,0.1,0.27,0.22,0.15,0.12,0.22,0.18,0.11,0.11,0.76,0.77,84
mhw,0.72,0.73,0.28,0.33,0.23,0.11,0.22,0.45,0.22,0.16,0.21,0.37,0.16,0.16,0.75,0.79,84
smc,0.77,0.77,0.17,0.17,0.29,0.33,0.26,0.15,0.22,0.27,0.24,0.17,0.15,0.15,0.73,0.78,84
mch,0.84,0.81,0.39,0.5,0.24,0.17,0.37,0.44,0.21,0.16,0.32,0.37,0.11,0.11,0.78,0.78,85
mhw,0.69,0.72,0.43,0.48,0.04,-0,0.39,0.44,0.14,0.11,0.33,0.35,0.16,0.16,0.74,0.81,85
smc,0.8,0.77,0.49,0.61,0.31,0.31,0.11,0.17,0.25,0.22,0.15,0.2,0.15,0.15,0.81,0.83,85
mch,0.84,0.81,0.43,0.6,0.32,0.17,0.51,0.28,0.23,0.14,0.39,0.21,0.11,0.11,0.79,0.79,86
mhw,0.68,0.72,0.29,0.33,0.18,0.19,0.25,0.43,0.17,0.18,0.22,0.35,0.16,0.16,0.74,0.77,86
smc,0.77,0.75,0.64,0.73,0.41,0.57,0.41,0.58,0.36,0.48,0.37,0.5,0.15,0.15,0.78,0.83,86
mch,0.84,0.82,0.42,0.56,0.17,0.14,0.35,0.21,0.15,0.13,0.31,0.19,0.11,0.11,0.77,0.76,87
mhw,0.67,0.7,0.31,0.36,0.42,0.21,0.27,0.55,0.32,0.19,0.24,0.45,0.16,0.16,0.73,0.77,87
smc,0.76,0.73,0.52,0.6,0.26,0.53,0.23,0.34,0.26,0.45,0.21,0.29,0.15,0.15,0.78,0.83,87
mch,0.84,0.81,0.3,0.44,0.19,0.12,0.3,0.26,0.18,0.12,0.26,0.21,0.11,0.11,0.78,0.76,88
mhw,0.71,0.74,0.23,0.24,0.22,0.15,0.08,0.4,0.18,0.16,0.13,0.33,0.16,0.16,0.76,0.78,88
smc,0.76,0.74,0.37,0.48,0.33,0.36,0.4,0.44,0.23,0.27,0.32,0.34,0.15,0.15,0.72,0.75,88
mch,0.84,0.81,0.43,0.58,0.34,0.19,0.44,0.23,0.24,0.15,0.35,0.18,0.11,0.11,0.79,0.79,89
mhw,0.7,0.72,0.24,0.25,0.19,0.2,0.28,0.46,0.19,0.2,0.24,0.39,0.16,0.16,0.75,0.79,89
smc,0.76,0.74,0.7,0.82,0.52,0.55,0.44,0.49,0.44,0.46,0.39,0.43,0.15,0.15,0.77,0.75,89
mch,0.84,0.82,0.6,0.71,0.27,0.21,0.45,0.4,0.2,0.17,0.37,0.33,0.11,0.11,0.79,0.8,90
mhw,0.7,0.73,0.23,0.25,0.26,0.14,0.05,0.31,0.24,0.17,0.12,0.29,0.16,0.16,0.75,0.77,90
smc,0.77,0.75,0.72,0.8,0.6,0.61,0.55,0.59,0.48,0.48,0.46,0.49,0.15,0.15,0.77,0.79,90
mch,0.84,0.82,0.31,0.41,0.14,0.1,0.33,0.1,0.12,0.1,0.25,0.11,0.11,0.11,0.79,0.77,91
mhw,0.69,0.72,0.25,0.29,0.12,0.07,0.17,0.47,0.14,0.1,0.18,0.39,0.16,0.16,0.74,0.78,91
smc,0.78,0.74,0.4,0.52,0.31,0.5,0.24,0.32,0.24,0.38,0.21,0.28,0.15,0.15,0.8,0.8,91
mch,0.84,0.81,0.4,0.51,0.25,0.17,0.39,0.42,0.22,0.16,0.32,0.34,0.11,0.11,0.78,0.78,92
mhw,0.7,0.72,0.44,0.5,0.07,-0,0.39,0.44,0.15,0.11,0.33,0.36,0.16,0.16,0.75,0.81,92
smc,0.8,0.77,0.49,0.59,0.3,0.3,0.11,0.16,0.25,0.22,0.14,0.19,0.15,0.15,0.81,0.83,92
mch,0.84,0.82,0.49,0.61,0.3,0.18,0.43,0.28,0.23,0.16,0.35,0.25,0.11,0.11,0.79,0.79,93
mhw,0.7,0.73,0.26,0.3,0.21,0.13,0.1,0.31,0.21,0.17,0.15,0.3,0.16,0.16,0.74,0.77,93
smc,0.77,0.75,0.65,0.74,0.55,0.6,0.42,0.51,0.44,0.48,0.37,0.42,0.15,0.15,0.77,0.81,93
mch,0.83,0.81,0.59,0.71,0.26,0.2,0.41,0.34,0.21,0.17,0.37,0.3,0.11,0.11,0.78,0.77,94
mhw,0.7,0.71,0.38,0.47,0.15,0.07,0.33,0.56,0.19,0.14,0.28,0.47,0.16,0.16,0.75,0.79,94
smc,0.76,0.74,0.49,0.63,0.6,0.47,0.56,0.49,0.51,0.37,0.43,0.38,0.15,0.15,0.76,0.8,94
mch,0.83,0.8,0.51,0.64,0.26,0.19,0.38,0.26,0.2,0.15,0.31,0.22,0.11,0.11,0.79,0.77,95
mhw,0.71,0.73,0.28,0.33,0.13,0.03,0.3,0.44,0.15,0.1,0.26,0.35,0.16,0.16,0.74,0.79,95
smc,0.78,0.74,0.69,0.78,0.44,0.5,0.45,0.46,0.34,0.39,0.36,0.38,0.15,0.15,0.78,0.82,95
mch,0.84,0.81,0.36,0.49,0.09,0.1,0.3,0.3,0.1,0.13,0.25,0.24,0.11,0.11,0.77,0.78,96
mhw,0.68,0.71,0.3,0.35,0.34,0.2,0.26,0.47,0.27,0.18,0.25,0.4,0.16,0.16,0.74,0.76,96
smc,0.77,0.75,0.23,0.25,0.09,0.54,0.25,0.22,0.13,0.45,0.22,0.2,0.15,0.15,0.8,0.84,96
mch,0.83,0.81,0.56,0.68,0.15,0.14,0.37,0.3,0.15,0.13,0.3,0.24,0.11,0.11,0.79,0.79,97
mhw,0.7,0.72,0.24,0.26,0.35,0.15,0.18,0.47,0.29,0.18,0.19,0.38,0.16,0.16,0.71,0.79,97
smc,0.77,0.75,0.75,0.83,0.54,0.52,0.39,0.42,0.42,0.42,0.35,0.36,0.15,0.15,0.79,0.81,97
mch,0.84,0.79,0.09,0.06,0.18,0.04,0.35,0.05,0.18,0.08,0.3,0.09,0.11,0.11,0.77,0.79,98
mhw,0.71,0.75,0.24,0.27,0.19,0.14,0.21,0.35,0.18,0.16,0.2,0.29,0.16,0.16,0.76,0.77,98
smc,0.79,0.78,0.32,0.43,0.19,0.34,0.29,0.2,0.14,0.28,0.24,0.16,0.15,0.15,0.79,0.82,98
mch,0.83,0.81,0.32,0.42,0.29,0.09,0.31,0.13,0.23,0.1,0.26,0.13,0.11,0.11,0.79,0.75,99
mhw,0.73,0.74,0.26,0.32,0.13,0.15,0.25,0.38,0.15,0.14,0.22,0.32,0.16,0.16,0.77,0.78,99
smc,0.78,0.76,0.44,0.58,0.39,0.61,0.34,0.38,0.3,0.42,0.28,0.3,0.15,0.15,0.78,0.81,99
mch,0.84,0.82,0.36,0.51,0.13,0.1,0.27,0.23,0.14,0.12,0.24,0.2,0.11,0.11,0.76,0.76,100
mhw,0.72,0.74,0.22,0.27,0.33,0.16,0.05,0.36,0.24,0.18,0.11,0.3,0.16,0.16,0.76,0.76,100
smc,0.77,0.74,0.36,0.47,0.34,0.35,0.36,0.32,0.23,0.27,0.29,0.28,0.15,0.15,0.72,0.77,100
mch,0.84,0.82,0.48,0.61,0.18,0.13,0.43,0.36,0.18,0.14,0.35,0.29,0.11,0.11,0.78,0.78,101
mhw,0.73,0.75,0.29,0.35,0.22,0.12,0.2,0.47,0.18,0.14,0.19,0.38,0.16,0.16,0.76,0.76,101
smc,0.79,0.76,0.43,0.54,0.17,0.29,0.19,0.31,0.17,0.23,0.17,0.25,0.15,0.15,0.79,0.82,101
mch,0.83,0.81,0.34,0.46,0.14,0.1,0.34,0.29,0.14,0.12,0.28,0.22,0.11,0.11,0.76,0.77,102
mhw,0.72,0.73,0.27,0.33,0.23,0.1,0.2,0.47,0.21,0.15,0.2,0.39,0.16,0.16,0.75,0.79,102
smc,0.78,0.77,0.14,0.11,0.29,0.35,0.27,0.15,0.21,0.29,0.24,0.18,0.15,0.15,0.75,0.78,102
mch,0.84,0.82,0.3,0.44,0.13,0.13,0.22,0.25,0.15,0.12,0.2,0.19,0.11,0.11,0.77,0.75,103
mhw,0.7,0.74,0.32,0.4,0.31,0.18,0.09,0.35,0.22,0.17,0.13,0.28,0.16,0.16,0.75,0.79,103
smc,0.76,0.73,0.36,0.48,0.3,0.34,0.35,0.45,0.23,0.26,0.31,0.34,0.15,0.15,0.72,0.76,103
mch,0.84,0.81,0.49,0.61,0.2,0.16,0.46,0.33,0.17,0.15,0.43,0.29,0.11,0.11,0.77,0.78,104
mhw,0.67,0.7,0.45,0.53,0.2,0.04,0.34,0.44,0.19,0.12,0.29,0.36,0.16,0.16,0.71,0.76,104
smc,0.78,0.75,0.47,0.61,0.6,0.42,0.48,0.45,0.46,0.31,0.37,0.36,0.15,0.15,0.76,0.8,104
mch,0.84,0.82,0.42,0.52,0.14,0.09,0.39,0.31,0.14,0.11,0.31,0.24,0.11,0.11,0.78,0.78,105
mhw,0.71,0.72,0.32,0.39,0.18,0.09,0.28,0.57,0.17,0.11,0.24,0.46,0.16,0.16,0.76,0.79,105
smc,0.8,0.76,0.32,0.38,0.19,0.51,0.24,0.31,0.18,0.41,0.21,0.26,0.15,0.15,0.8,0.8,105
mch,0.84,0.82,0.45,0.57,0.3,0.17,0.41,0.24,0.23,0.15,0.33,0.21,0.11,0.11,0.79,0.78,106
mhw,0.7,0.72,0.28,0.33,0.21,0.15,0.24,0.35,0.19,0.17,0.22,0.32,0.16,0.16,0.74,0.76,106
smc,0.77,0.74,0.58,0.67,0.48,0.6,0.3,0.43,0.4,0.49,0.29,0.37,0.15,0.15,0.78,0.81,106
mch,0.84,0.81,0.25,0.32,0.18,0.08,0.32,0.24,0.15,0.09,0.29,0.2,0.11,0.11,0.78,0.75,107
mhw,0.69,0.73,0.47,0.58,0.47,0.27,0.04,0.15,0.33,0.22,0.11,0.17,0.16,0.16,0.74,0.75,107
smc,0.78,0.76,0.23,0.3,0.22,0.4,0.2,0.25,0.2,0.28,0.22,0.21,0.15,0.15,0.74,0.79,107
mch,0.83,0.81,0.34,0.45,0.29,0.11,0.36,0.19,0.23,0.11,0.3,0.18,0.11,0.11,0.79,0.76,108
mhw,0.7,0.73,0.33,0.41,0.45,0.24,0.08,0.35,0.33,0.2,0.13,0.29,0.16,0.16,0.73,0.77,108
smc,0.78,0.75,0.38,0.5,0.25,0.56,0.36,0.42,0.22,0.39,0.29,0.32,0.15,0.15,0.77,0.81,108
mch,0.83,0.8,0.22,0.28,0.22,0.05,0.37,0.18,0.17,0.08,0.3,0.16,0.11,0.11,0.79,0.77,109
mhw,0.69,0.73,0.46,0.55,0.46,0.27,0.11,0.25,0.33,0.22,0.14,0.23,0.16,0.16,0.72,0.75,109
smc,0.78,0.76,0.26,0.35,0.2,0.46,0.25,0.29,0.18,0.31,0.24,0.24,0.15,0.15,0.76,0.8,109
mch,0.84,0.82,0.45,0.58,0.18,0.13,0.24,0.16,0.16,0.13,0.25,0.18,0.11,0.11,0.77,0.75,110
mhw,0.68,0.71,0.33,0.37,0.29,0.1,0.33,0.55,0.24,0.15,0.3,0.47,0.16,0.16,0.74,0.78,110
smc,0.76,0.73,0.58,0.7,0.51,0.48,0.42,0.39,0.43,0.41,0.33,0.35,0.15,0.15,0.78,0.82,110
mch,0.84,0.82,0.46,0.61,0.31,0.17,0.44,0.28,0.22,0.14,0.36,0.23,0.11,0.11,0.78,0.77,111
mhw,0.67,0.71,0.27,0.29,0.4,0.18,0.25,0.54,0.3,0.18,0.22,0.44,0.16,0.16,0.73,0.78,111
smc,0.76,0.73,0.63,0.72,0.36,0.5,0.36,0.44,0.33,0.43,0.31,0.38,0.15,0.15,0.78,0.82,111
mch,0.84,0.81,0.49,0.61,0.22,0.18,0.48,0.35,0.19,0.16,0.44,0.3,0.11,0.11,0.79,0.78,112
mhw,0.67,0.69,0.46,0.53,0.18,0.02,0.32,0.42,0.18,0.11,0.27,0.34,0.16,0.16,0.72,0.77,112
smc,0.78,0.75,0.45,0.58,0.59,0.39,0.44,0.41,0.46,0.29,0.34,0.34,0.15,0.15,0.77,0.8,112
mch,0.83,0.81,0.49,0.61,0.19,0.13,0.2,0.17,0.16,0.12,0.19,0.17,0.11,0.11,0.78,0.77,113
mhw,0.7,0.73,0.25,0.29,0.38,0.17,0.12,0.48,0.3,0.17,0.16,0.39,0.16,0.16,0.73,0.8,113
smc,0.79,0.76,0.29,0.36,0.23,0.5,0.3,0.28,0.19,0.41,0.26,0.25,0.15,0.15,0.79,0.83,113
mch,0.84,0.82,0.33,0.45,0.17,0.09,0.43,0.27,0.14,0.1,0.32,0.2,0.11,0.11,0.79,0.78,114
mhw,0.7,0.72,0.27,0.33,0.27,0.09,0.19,0.5,0.22,0.13,0.19,0.41,0.16,0.16,0.74,0.8,114
smc,0.8,0.75,0.24,0.27,0.14,0.44,0.19,0.29,0.16,0.35,0.19,0.25,0.15,0.15,0.79,0.79,114
mch,0.84,0.81,0.46,0.6,0.37,0.2,0.49,0.3,0.25,0.16,0.39,0.23,0.11,0.11,0.78,0.77,115
mhw,0.68,0.72,0.29,0.32,0.28,0.15,0.29,0.51,0.22,0.16,0.25,0.41,0.16,0.16,0.75,0.78,115
smc,0.76,0.73,0.66,0.77,0.45,0.51,0.41,0.44,0.39,0.44,0.36,0.4,0.15,0.15,0.78,0.82,115
mch,0.83,0.81,0.47,0.59,0.16,0.13,0.37,0.28,0.15,0.13,0.36,0.25,0.11,0.11,0.76,0.76,116
mhw,0.7,0.71,0.39,0.49,0.1,0.1,0.33,0.51,0.14,0.16,0.28,0.43,0.16,0.16,0.75,0.78,116
smc,0.77,0.74,0.65,0.76,0.61,0.55,0.43,0.39,0.47,0.43,0.35,0.32,0.15,0.15,0.79,0.82,116
mch,0.82,0.8,0.31,0.41,0.32,0.08,0.41,0.21,0.22,0.09,0.32,0.17,0.11,0.11,0.79,0.79,117
mhw,0.72,0.75,0.27,0.34,0.21,0.15,0.21,0.38,0.21,0.16,0.2,0.33,0.16,0.16,0.75,0.79,117
smc,0.78,0.77,0.28,0.38,0.16,0.55,0.25,0.18,0.16,0.38,0.24,0.16,0.15,0.15,0.78,0.8,117
mch,0.83,0.81,0.53,0.65,0.19,0.15,0.4,0.32,0.17,0.14,0.39,0.29,0.11,0.11,0.78,0.77,118
mhw,0.69,0.7,0.39,0.47,0.06,0.05,0.32,0.49,0.12,0.12,0.27,0.42,0.16,0.16,0.75,0.76,118
smc,0.77,0.74,0.53,0.67,0.63,0.49,0.53,0.45,0.49,0.37,0.41,0.37,0.15,0.15,0.76,0.8,118
mch,0.84,0.82,0.33,0.45,0.16,0.08,0.41,0.29,0.14,0.1,0.32,0.21,0.11,0.11,0.78,0.78,119
mhw,0.7,0.72,0.24,0.29,0.35,0.11,0.14,0.51,0.27,0.15,0.16,0.41,0.16,0.16,0.74,0.8,119
smc,0.8,0.76,0.19,0.18,0.15,0.41,0.21,0.27,0.16,0.32,0.2,0.24,0.15,0.15,0.79,0.79,119
mch,0.84,0.79,0.27,0.35,0.07,0.18,0.1,-0.02,0.09,0.14,0.13,0.05,0.11,0.11,0.78,0.78,120
mhw,0.72,0.73,0.29,0.32,0.14,0.18,0.24,0.43,0.16,0.17,0.22,0.35,0.16,0.16,0.76,0.79,120
smc,0.77,0.74,0.36,0.46,0.29,0.57,0.31,0.37,0.22,0.42,0.26,0.3,0.15,0.15,0.76,0.83,120
mch,0.83,0.82,0.34,0.48,0.12,0.13,0.23,0.28,0.14,0.13,0.23,0.22,0.11,0.11,0.75,0.74,121
mhw,0.73,0.74,0.21,0.23,0.25,0.14,0.21,0.41,0.21,0.17,0.21,0.33,0.16,0.16,0.76,0.77,121
smc,0.76,0.73,0.3,0.38,0.32,0.39,0.33,0.3,0.25,0.29,0.29,0.26,0.15,0.15,0.72,0.76,121
mch,0.84,0.81,0.45,0.57,0.22,0.17,0.35,0.3,0.17,0.13,0.27,0.22,0.11,0.11,0.79,0.78,122
mhw,0.71,0.73,0.28,0.31,0.11,0.08,0.23,0.43,0.14,0.11,0.22,0.36,0.16,0.16,0.74,0.79,122
smc,0.8,0.76,0.33,0.4,0.19,0.35,0.3,0.28,0.18,0.28,0.26,0.23,0.15,0.15,0.79,0.81,122
mch,0.83,0.8,0.28,0.37,0.31,0.09,0.3,0.11,0.23,0.09,0.26,0.13,0.11,0.11,0.8,0.74,123
mhw,0.73,0.75,0.27,0.36,0.22,0.17,0.25,0.38,0.2,0.16,0.22,0.33,0.16,0.16,0.75,0.77,123
smc,0.78,0.76,0.24,0.33,0.16,0.56,0.22,0.25,0.17,0.38,0.22,0.21,0.15,0.15,0.76,0.81,123
mch,0.84,0.82,0.38,0.52,0.13,0.12,0.34,0.2,0.13,0.12,0.3,0.18,0.11,0.11,0.77,0.77,124
mhw,0.67,0.71,0.28,0.31,0.42,0.21,0.24,0.58,0.33,0.19,0.23,0.48,0.16,0.16,0.72,0.77,124
smc,0.77,0.74,0.42,0.5,0.21,0.54,0.21,0.3,0.22,0.45,0.19,0.26,0.15,0.15,0.79,0.84,124
mch,0.84,0.81,0.44,0.59,0.22,0.14,0.39,0.32,0.17,0.13,0.31,0.26,0.11,0.11,0.79,0.79,125
mhw,0.66,0.71,0.32,0.41,0.32,0.2,0.16,0.3,0.24,0.18,0.17,0.26,0.16,0.16,0.73,0.77,125
smc,0.77,0.75,0.48,0.58,0.29,0.55,0.33,0.59,0.26,0.47,0.31,0.52,0.15,0.15,0.79,0.83,125
mch,0.84,0.82,0.36,0.49,0.31,0.13,0.35,0.15,0.23,0.12,0.27,0.13,0.11,0.11,0.79,0.78,126
mhw,0.69,0.71,0.23,0.23,0.26,0.18,0.26,0.41,0.23,0.19,0.24,0.36,0.16,0.16,0.74,0.76,126
smc,0.77,0.74,0.56,0.66,0.41,0.58,0.32,0.4,0.34,0.48,0.29,0.34,0.15,0.15,0.78,0.81,126
mch,0.84,0.82,0.45,0.59,0.27,0.16,0.44,0.28,0.2,0.14,0.36,0.23,0.11,0.11,0.79,0.78,127
mhw,0.68,0.72,0.29,0.35,0.25,0.18,0.18,0.36,0.2,0.18,0.18,0.31,0.16,0.16,0.73,0.77,127
smc,0.77,0.75,0.59,0.68,0.41,0.57,0.38,0.61,0.35,0.47,0.36,0.52,0.15,0.15,0.79,0.82,127
mch,0.83,0.8,0.47,0.61,0.26,0.16,0.28,0.17,0.21,0.14,0.25,0.18,0.11,0.11,0.79,0.75,128
mhw,0.72,0.73,0.24,0.26,0.12,0.05,0.26,0.41,0.15,0.12,0.23,0.34,0.16,0.16,0.73,0.78,128
smc,0.78,0.75,0.67,0.76,0.48,0.56,0.43,0.43,0.36,0.43,0.34,0.35,0.15,0.15,0.78,0.82,128
mch,0.84,0.81,0.39,0.51,0.16,0.14,0.41,0.31,0.16,0.13,0.36,0.28,0.11,0.11,0.79,0.79,129
mhw,0.68,0.71,0.41,0.48,0.19,0.04,0.36,0.47,0.18,0.12,0.3,0.38,0.16,0.16,0.71,0.8,129
smc,0.79,0.76,0.44,0.58,0.54,0.33,0.34,0.38,0.39,0.23,0.26,0.31,0.15,0.15,0.79,0.81,129
mch,0.83,0.82,0.42,0.55,0.14,0.08,0.29,0.32,0.15,0.12,0.26,0.26,0.11,0.11,0.76,0.76,130
mhw,0.74,0.74,0.24,0.28,0.25,0.14,0.22,0.45,0.22,0.17,0.21,0.36,0.16,0.16,0.76,0.78,130
smc,0.78,0.77,0.28,0.35,0.16,0.41,0.28,0.24,0.14,0.34,0.25,0.22,0.15,0.15,0.78,0.82,130
mch,0.82,0.81,0.29,0.41,0.14,0.14,0.21,0.28,0.16,0.13,0.22,0.21,0.11,0.11,0.75,0.74,131
mhw,0.72,0.73,0.2,0.22,0.25,0.15,0.15,0.39,0.19,0.17,0.15,0.32,0.16,0.16,0.75,0.78,131
smc,0.76,0.73,0.34,0.44,0.33,0.37,0.39,0.36,0.25,0.27,0.33,0.29,0.15,0.15,0.71,0.74,131
mch,0.84,0.82,0.39,0.51,0.31,0.15,0.37,0.17,0.22,0.13,0.28,0.16,0.11,0.11,0.79,0.78,132
mhw,0.7,0.72,0.25,0.26,0.22,0.17,0.25,0.37,0.21,0.18,0.23,0.34,0.16,0.16,0.74,0.76,132
smc,0.77,0.74,0.58,0.67,0.44,0.59,0.29,0.33,0.36,0.49,0.27,0.29,0.15,0.15,0.78,0.82,132
mch,0.85,0.82,0.55,0.68,0.36,0.24,0.33,0.25,0.25,0.18,0.26,0.2,0.11,0.11,0.81,0.79,133
mhw,0.68,0.7,0.34,0.41,0.04,-0.01,0.08,0.33,0.11,0.09,0.13,0.28,0.16,0.16,0.75,0.81,133
